model,match_id,phase,stage,team_a,team_b,final_score_a,final_score_b,outcome,decided_by,advanced,p_a,p_draw,p_b,bet_pick,bet_stake,reasoning,refl_outcome,refl_calibrated,refl_luck,refl_missed,refl_overweighted,refl_bet_diff,refl_conf,argmax,pick_outcome,correct,p_actual,brier,logloss,conf
chatgpt,m02,group,group,Korea Republic,Czechia,2,1,team_a_win,regulation,team_a,0.35,0.32,0.33,draw,8,"Market odds price this as almost even, with South Korea only a slight favorite and the draw around 3.14 to +215 depending on book. South Korea have the better FIFA ranking and Son-led attacking upside, but Bae Jun-ho is doubtful, while Czechia bring physicality, set pieces, recent form, and a pragmatic style that makes a low-scoring opener likely. My edge on the draw is small, so the stake is conservative.",partially_correct,True,neither,"I underweighted Korea Republic's attacking upside and ability to turn a narrow, balanced matchup into an outright win.",I gave too much weight to the draw scenario and Czechia's physical/set-piece profile as stabilizing factors.,"yes, I would remove the T-24h draw bet and either keep the T-30min no-bet or make only a very small Korea Republic win bet, because the final result supports the late lean but not a strong edge.",0.78,0,team_a_win,True,0.35,0.6338,1.0498221244986778,0.35
chatgpt,m03,group,group,USA,Paraguay,4,1,team_a_win,regulation,team_a,0.5,0.27,0.23,no_bet,0,"USA has the home-field edge, a higher FIFA ranking, and reports say all 26 players are available, including Chris Richards, so I make them a modest favorite. Paraguay are dangerous rather than overmatched: they were strong in CONMEBOL qualifying, including wins over Argentina and Brazil, and their compact, counterattacking style increases draw risk. Market odds already price USA around a narrow favorite, so I do not see enough edge to risk the $100 budget.",correct,True,neither,I underweighted USA's attacking upside and the possibility that home-field momentum could turn a narrow edge into a multi-goal win.,I gave too much weight to Paraguay's qualifying resilience and draw-suppressing defensive style.,"yes, I would have placed a small-to-moderate bet on team_a_win because the pre-match edge appears stronger than I priced it.",0.74,0,team_a_win,True,0.5,0.3758,0.6931471805599453,0.5
chatgpt,m04,group,group,Canada,Bosnia and Herzegovina,1,1,draw,regulation,,0.5,0.29,0.21,draw,12,"Canada should be favored because of home advantage, higher ranking, and a stronger attacking core, but Alphonso Davies being out/limited and Bosnia's experienced Dzeko-led side make this less one-sided than the market headline suggests. With Canada priced around -125 and the draw around +250 to +255, my forecast sees only a small edge on the draw, so I would keep the stake modest.",correct,True,neither,I underweighted Bosnia and Herzegovina's ability to keep the match compact and turn it into a low-scoring draw despite Canada’s home advantage.,I overweighted Canada’s home advantage and attacking edge as reasons they were more likely to convert pressure into a win.,"no, because the draw stake was modest and matched the idea that Canada were favorites but the market may have underestimated stalemate risk.",0.78,0,team_a_win,False,0.29,0.7982,1.2378743560016174,0.5
chatgpt,m05,group,group,Qatar,Switzerland,1,1,draw,regulation,,0.06,0.16,0.78,no_bet,0,"Switzerland look clearly stronger: FIFA lists them 19th while Qatar are 56th, and Switzerland also have the stronger squad profile and recent World Cup pedigree. Market odds I found make Switzerland a very heavy favorite, but the -550 price is close to my estimated fair probability after accounting for draw risk, so I would not force a bet at this price.",incorrect,False,neither,I underweighted Qatar's ability to keep the match compact and turn the game into a low-scoring draw rather than a quality-gap-driven Switzerland win.,"I overweighted Switzerland's FIFA ranking, squad strength, and World Cup pedigree as translating into a high win probability in a single group-stage match.","no, because the original no-bet decision was still prudent even though the probability forecast was too confident on Switzerland.",0.72,2,team_b_win,False,0.16,1.3176,1.8325814637483102,0.78
chatgpt,m06,group,group,Brazil,Morocco,1,1,draw,regulation,,0.55,0.25,0.2,no_bet,0,"Brazil are slight-to-moderate favorites based on market odds and elite attacking depth, but Morocco are not a typical longshot: they are ranked just behind Brazil and have recent World Cup pedigree. Morocco’s injury concerns make a Brazil win the most likely outcome, but the available 1X2 market appears close to fair, so I would pass rather than force a low-edge bet.",partially_correct,True,neither,I underweighted Morocco's ability to keep the match controlled enough to turn Brazil's edge into only a draw.,I overweighted Brazil's attacking depth and the idea that Morocco's injury concerns would translate into a decisive Brazil advantage.,"no, because the original no_bet decision was appropriate given that the draw was a meaningful live possibility and the Brazil edge was not large enough.",0.76,0,team_a_win,False,0.25,0.905,1.3862943611198906,0.55
chatgpt,m07,group,group,Haiti,Scotland,0,1,team_b_win,regulation,team_b,0.16,0.22,0.62,no_bet,0,"Scotland rate clearly stronger: FIFA’s latest ranking has Scotland 42nd and Haiti 83rd, and market prices also make Scotland a solid favorite. Haiti’s counterattacking pace and recent improvement keep the upset/draw chances meaningful, but at roughly -190 to -275 the Scotland price looks too short for a virtual bet.",correct,True,neither,I underweighted how tight and low-scoring the match could be despite Scotland being the stronger side.,I slightly overweighted Scotland's overall quality translating into a clearer margin.,"no, because the Scotland win probability was directionally right but the narrow 1-0 result still supports the earlier no-bet/value caution.",0.78,2,team_b_win,True,0.62,0.21839999999999998,0.4780358009429998,0.62
chatgpt,m08,group,group,Australia,Türkiye,2,0,team_a_win,regulation,team_a,0.22,0.27,0.51,team_a_win,15,"Türkiye are the better side on talent and enter as the deserved favorite, with Arda Güler, Kenan Yildiz and Hakan Çalhanoğlu giving them more midfield/attacking upside, while Australia are missing Riley McGree and have some uncertainty around Mohamed Toure. However, Australia are still close in FIFA ranking, tactically organized under Tony Popovic, and market prices around Australia +420 imply a lower chance than my 22% estimate, so the only small value is a cautious Australia upset bet.",partially_correct,False,lucky,I underweighted Australia's defensive organization and ability to turn a disciplined low-risk game into a clean-sheet win rather than just a narrow upset possibility.,I gave too much weight to Türkiye's attacking talent advantage and assumed it would translate into control or goals.,"yes, I would still treat Australia as the value side but raise the stake because the upset case was stronger than I priced.",0.72,2,team_b_win,False,0.22,0.9414,1.5141277326297755,0.51
chatgpt,m09,group,group,Germany,Curaçao,7,1,team_a_win,regulation,team_a,0.91,0.06,0.03,no_bet,0,"Germany are a major favorite: they are ranked No. 10 versus Curaçao at No. 82, have far greater squad depth, and market odds price Germany around -2000 on the 90-minute money line. I still leave a small upset/draw chance because Curaçao are fully fit, have no-pressure debutant upside, and Germany’s very short price does not offer enough value for a win bet.",correct,True,neither,"I underweighted how large the quality gap could become over 90 minutes, especially Germany's ability to turn dominance into a blowout rather than just a routine win.",I gave slightly too much weight to Curaçao's no-pressure debutant upside as a reason to reserve draw/upset probability.,"no, because the Germany win call was correct but the pre-match price was still so short that no_bet remained defensible from a value perspective.",0.88,0,team_a_win,True,0.91,0.012599999999999995,0.09431067947124129,0.91
chatgpt,m10,group,group,Netherlands,Japan,2,2,draw,regulation,,0.5,0.27,0.23,team_a_win,12,"The Netherlands rate modestly stronger on market odds, FIFA ranking/Elo indicators, and squad depth, with Memphis Depay and Bart Verbruggen reported fit. Japan are a dangerous, well-drilled side with enough attacking quality to make this close, but the reported absences of Wataru Endo, Kaoru Mitoma, and Takumi Minamino reduce their upset probability. The edge is small, so I would make only a modest virtual bet on the Netherlands win.",partially_correct,True,neither,I underweighted Japan's ability to stay dangerous and convert the match into a high-scoring draw despite the Netherlands' overall squad edge.,I gave too much weight to the Netherlands' superiority in depth and Japan's reported absences as reasons to favor a narrow Netherlands win.,"yes, I would either reduce the stake further or choose no_bet because the pre-match edge on Netherlands was too thin for a win-only bet.",0.82,0,team_a_win,False,0.27,0.8357999999999999,1.3093333199837622,0.5
chatgpt,m11,group,group,Côte d'Ivoire,Ecuador,1,0,team_a_win,regulation,team_a,0.285,0.325,0.39,team_a_win,12,"Ecuador rate as the slightly stronger side because of their elite defensive qualifying profile, recent long unbeaten run, and market-favorite status, but their low scoring tendency keeps draw risk high. Côte d'Ivoire also have strong defensive form, recent wins over South Korea, Scotland, and France, and a better-than-market upset chance at roughly +275 to +280, so the small value play is team_a_win rather than the most likely outcome.",partially_correct,True,neither,"I underweighted Côte d'Ivoire's ability to turn a low-scoring, defense-first match into a narrow win rather than just a draw-value scenario.",I gave too much weight to Ecuador's defensive qualifying profile and overall market-favorite status.,"no, because the pre-match logic already identified Côte d'Ivoire as the value side despite Ecuador being the more likely team on raw strength.",0.78,2,team_b_win,False,0.285,0.7689500000000001,1.2552660987134867,0.39
